ID,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Temperature(F),Humidity(%),Visibility(mi),Weather_Condition
A-33,2020-01-02 09:00:00,2020-01-02 09:30:00,47.77325289408,-92.34039278065023,27.89360525865469,-108.46043195818858,107.76042637052296,11.288374990035399,1.4630425267550118,Rain
A-34,2020-01-02 10:00:00,2020-01-02 10:30:00,48.175168793789425,-80.1677173347109,26.84687683910102,-100.42770121305496,78.68218181571733,76.40825667053771,3.1396013728522663,Fog
A-35,2020-01-02 11:00:00,2020-01-02 11:30:00,44.40153635479507,-70.1483533967016,41.710930621075356,-117.05249267979399,57.960509766945506,85.07301373006082,3.125031530425609,Rain
A-36,2020-01-02 12:00:00,2020-01-02 12:30:00,32.3107304601609,-75.57009873138755,33.15699913043359,-113.67448707652322,39.127662791034666,76.64285187581672,4.604179812147807,Rain
A-37,2020-01-02 13:00:00,2020-01-02 13:30:00,27.34413073615321,-109.90115820063774,42.39440251669028,-85.17628232399598,42.09974629879476,22.856525857075475,9.813503038950758,Fog
A-38,2020-01-02 14:00:00,2020-01-02 14:30:00,41.42159263629176,-98.31898428732467,26.568552179174617,-113.65801418134926,48.025354396098805,77.80851300312722,1.1412741934963084,Cloudy
A-39,2020-01-02 15:00:00,2020-01-02 15:30:00,35.56365984975043,-116.63791333636479,32.56696810793465,-94.06568713097757,50.07733290722384,79.20305038968769,5.427659446615653,Rain
A-40,2020-01-02 16:00:00,2020-01-02 16:30:00,27.92891763627469,-69.61909144625282,37.94779101700809,-83.58436308182134,98.04928462729103,69.26864641030494,2.2039644791159994,Rain
A-41,2020-01-02 17:00:00,2020-01-02 17:30:00,36.88424584267048,-89.44804583629984,43.97735595613513,-117.9080153835996,74.89782306260199,78.95043395160276,9.721427181392569,Fog
A-42,2020-01-02 18:00:00,2020-01-02 18:30:00,25.82532450676524,-110.96736008630262,32.650060070369676,-91.6632034811525,71.87127290994931,86.1329295709959,1.5763832949109098,Cloudy
A-43,2020-01-02 19:00:00,2020-01-02 19:30:00,46.82368964989077,-85.71306098886618,40.02139303448822,-109.37592132902226,39.1815097495374,65.22437028137125,4.334209522435117,Rain
A-44,2020-01-02 20:00:00,2020-01-02 20:30:00,31.210719558400406,-88.76669029389994,46.26346595766849,-69.11316811145795,98.8111754679548,17.974424257271117,7.509907355928759,Rain
A-45,2020-01-02 21:00:00,2020-01-02 21:30:00,40.900534824495566,-103.5847250721281,39.78071651637531,-96.4378981369643,87.8251442566787,53.88650287004898,7.19326706626073,Cloudy
A-46,2020-01-02 22:00:00,2020-01-02 22:30:00,32.481065826145866,-117.52721724462114,30.59102739408721,-78.05842466281598,35.41346895200013,16.988440120444455,4.515922050492357,Rain
A-47,2020-01-02 23:00:00,2020-01-02 23:30:00,37.48163250826746,-85.72032785121041,25.58561875735691,-92.63708709709309,86.62680777838149,46.678872792918774,3.7919795955508233,Cloudy
A-48,2020-01-03 00:00:00,2020-01-03 00:30:00,38.12104670423871,-94.34246104848378,45.88237297362232,-121.5254856272753,73.48305738741169,46.63958402130649,4.277317596252271,Cloudy
A-49,2020-01-03 01:00:00,2020-01-03 01:30:00,29.436506932612648,-79.97785167106855,25.51046586040929,-87.91037159114072,36.53802765974226,15.940885972621743,3.010624500007073,Fog
A-50,2020-01-03 02:00:00,2020-01-03 02:30:00,48.270031066349404,-94.35068043661637,45.99284014442078,-69.77000949422055,66.66405132229252,41.39384805725314,2.450662917714598,Clear
A-51,2020-01-03 03:00:00,2020-01-03 03:30:00,43.60318776066675,-75.42565448184321,37.69449121665309,-89.70812625165912,68.77570297040376,19.989828891218338,5.088877126809455,Cloudy
A-52,2020-01-03 04:00:00,2020-01-03 04:30:00,47.54797459754054,-92.54131018985433,47.53762476430951,-77.30623501267296,43.26196321306206,82.74116890082999,3.0510706826422695,Fog
A-53,2020-01-03 05:00:00,2020-01-03 05:30:00,46.475856410263575,-92.02653562248298,44.17079765856797,-73.60023158914075,105.65585176002259,95.29192233680237,3.230885816523876,Clear
A-54,2020-01-03 06:00:00,2020-01-03 06:30:00,39.349599491466044,-74.03074464847433,48.950418652800096,-110.99945299891085,97.99802971845295,16.508482773214475,6.739182603008292,Rain
A-55,2020-01-03 07:00:00,2020-01-03 07:30:00,47.12498164055481,-101.00147662589336,33.417083570841044,-111.91344412523108,83.52178698632866,95.96036865625312,9.701104651148976,Clear
A-56,2020-01-03 08:00:00,2020-01-03 08:30:00,27.123820049246067,-116.36113197831348,43.41251893434705,-89.17408363549347,66.98364488004857,57.031893940307064,6.234553405314063,Cloudy
A-57,2020-01-03 09:00:00,2020-01-03 09:30:00,29.703588698059484,-122.35938745013968,34.646341926621815,-100.57137722101783,62.941243326760684,36.96091101584865,1.2313049371171796,Cloudy
A-58,2020-01-03 10:00:00,2020-01-03 10:30:00,26.085454933852915,-80.95717642660372,36.51701488729381,-76.12790573659694,82.07787737207633,16.917586774854716,1.2180443316136362,Cloudy
A-59,2020-01-03 11:00:00,2020-01-03 11:30:00,32.80792793831834,-88.64235557285252,40.060131117240886,-72.69868196631336,73.63454955255244,55.056184126337605,9.538520598032877,Cloudy
A-60,2020-01-03 12:00:00,2020-01-03 12:30:00,34.32825495254757,-83.86745321834425,45.96825074047213,-103.85498137974507,34.98184847055085,81.50639900416738,3.3242625079196695,Cloudy
A-61,2020-01-03 13:00:00,2020-01-03 13:30:00,31.512376762573503,-111.86104279399208,48.618003260783084,-110.49837813845453,71.00021190162653,73.63778295400283,1.3746363677835167,Fog
A-62,2020-01-03 14:00:00,2020-01-03 14:30:00,44.8897002196463,-116.22682589155413,43.438561932748435,-79.51004563109987,94.51228937862716,14.520341031757638,6.190923577928625,Cloudy
A-63,2020-01-03 15:00:00,2020-01-03 15:30:00,33.56207984064614,-123.17095405693073,35.02640277201601,-108.33605597375625,66.73919020775665,16.561165183111317,6.424663393757528,Fog
A-64,2020-01-03 16:00:00,2020-01-03 16:30:00,31.74242823249714,-104.01650914802397,35.112568054649685,-77.11098384472032,34.156526204341475,46.25859543693734,6.660795791127537,Rain
A-65,2020-01-03 17:00:00,2020-01-03 17:30:00,38.02470599579796,-90.37469184928591,42.7019752381334,-99.84691954202052,92.90225595072265,36.57614446431489,3.0403192646466426,Cloudy
A-66,2020-01-03 18:00:00,2020-01-03 18:30:00,28.382181399394305,-101.64208942931526,30.730651498439258,-85.94965574038619,46.10910257087795,30.914589075044304,0.6435515000375128,Cloudy
A-67,2020-01-03 19:00:00,2020-01-03 19:30:00,44.25272753809695,-99.06392944464744,27.65137871515347,-118.55448711142391,50.6896667910431,35.29040490178423,9.667646009817483,Clear
A-68,2020-01-03 20:00:00,2020-01-03 20:30:00,26.7892154483145,-72.46295441385634,33.51093178337864,-88.44001849343533,43.17650827458367,82.31344689671961,2.883483934065474,Rain
A-69,2020-01-03 21:00:00,2020-01-03 21:30:00,48.685286478412415,-104.14943837967188,31.89373579969796,-98.24924231197794,56.4172051897198,93.63052482686685,6.922249736499201,Cloudy
A-70,2020-01-03 22:00:00,2020-01-03 22:30:00,43.53387446311978,-94.70259911789078,32.111394890943764,-90.56331759899797,90.5401204550908,46.45924250748098,7.212983763847741,Cloudy
A-71,2020-01-03 23:00:00,2020-01-03 23:30:00,29.76917635682014,-79.33177827375485,30.60658602519784,-114.42319015854278,71.55086876031498,91.54999019192473,6.295070462255114,Rain
A-72,2020-01-04 00:00:00,2020-01-04 00:30:00,25.132530810966458,-101.3970614076876,26.010236551272683,-81.99819653818162,46.390501932057006,38.93461311230938,3.472620245029658,Fog
A-73,2020-01-04 01:00:00,2020-01-04 01:30:00,44.571074282916015,-88.54105808701121,25.42897443360193,-74.82056658003597,100.22640625216327,52.87932877094124,3.0754144107586248,Cloudy
A-74,2020-01-04 02:00:00,2020-01-04 02:30:00,41.96457625234281,-74.84526860143552,48.70533735366476,-111.64583139482579,100.36654839612234,30.342609803439974,6.17784868567568,Clear
A-75,2020-01-04 03:00:00,2020-01-04 03:30:00,42.496172032983694,-69.8773244515144,35.266555209660694,-118.54427033535079,99.64627400368056,67.64284379582597,8.72790851931107,Cloudy
A-76,2020-01-04 04:00:00,2020-01-04 04:30:00,43.5104883204627,-115.61681158704484,34.22383953183236,-122.65260059535882,49.10369691052314,98.1083003657328,9.493970424772257,Clear
A-77,2020-01-04 05:00:00,2020-01-04 05:30:00,26.777071641618168,-71.18450536579482,41.31153478463368,-87.40762447473384,66.09914753447904,64.31437864390408,1.5061051418356974,Clear
A-78,2020-01-04 06:00:00,2020-01-04 06:30:00,33.603177485062545,-95.94937129446632,30.238093308761542,-89.3956399429395,108.79917249127001,42.203267570219396,1.9708718196783386,Cloudy
A-79,2020-01-04 07:00:00,2020-01-04 07:30:00,27.780857428603113,-109.28006986695938,47.799068414805404,-92.838247475298,91.76099810479923,68.30357013914755,9.474994458439257,Cloudy
A-80,2020-01-04 08:00:00,2020-01-04 08:30:00,45.714482221014244,-97.8292618944191,43.87228034597325,-110.7790155213894,32.173393698044784,21.06286106188488,7.49708466918053,Clear
A-81,2020-01-04 09:00:00,2020-01-04 09:30:00,39.95915504386139,-68.13814320872781,27.14586405549423,-101.71835823338566,35.216367300839366,89.97931722388587,8.888441335882844,Rain
A-82,2020-01-04 10:00:00,2020-01-04 10:30:00,32.94155259646358,-95.92076864240643,35.02193861883828,-90.11484889438813,67.11451014498662,55.27755557018527,2.42501002428576,Rain
A-83,2020-01-04 11:00:00,2020-01-04 11:30:00,26.525400406864566,-105.26115821361203,46.098839381491956,-95.68428904502734,102.73761646892481,50.441476783567786,6.082065775539317,Cloudy
A-84,2020-01-04 12:00:00,2020-01-04 12:30:00,32.46357572117589,-87.89615130394662,47.67356853499385,-67.69622534775142,73.09614383621714,62.727830960816725,7.1608261469659995,Fog
A-85,2020-01-04 13:00:00,2020-01-04 13:30:00,32.804399728641926,-110.311699729643,36.21763626999687,-116.22293410426622,69.82500064274322,66.23054765104622,6.96106291174624,Rain
A-86,2020-01-04 14:00:00,2020-01-04 14:30:00,42.51054828011354,-119.67579029780616,39.721873341056984,-84.37676041928715,38.43789599653044,16.459822560386172,4.377441063233633,Cloudy
A-87,2020-01-04 15:00:00,2020-01-04 15:30:00,40.301379312525114,-116.653855851093,29.008814706209805,-100.95383021805534,82.54240837794353,71.43554991010622,0.6462514710674305,Rain
A-88,2020-01-04 16:00:00,2020-01-04 16:30:00,46.29310582183184,-116.70138717940696,48.78804702728743,-99.59262194923996,95.76825284801804,31.773851228397664,6.0377975396405,Fog
A-89,2020-01-04 17:00:00,2020-01-04 17:30:00,36.33315820388678,-115.34154646979923,30.560120833202642,-83.09692735748396,60.43360060060499,74.25573692559308,2.9044646222062833,Cloudy
A-90,2020-01-04 18:00:00,2020-01-04 18:30:00,27.87026190251924,-116.08685115898362,47.62556257924302,-84.53113937451093,92.0489480740262,84.0281314945777,4.777415338357458,Fog
A-91,2020-01-04 19:00:00,2020-01-04 19:30:00,42.11787489335188,-87.47013954621677,40.59151957581685,-67.49840835897527,107.15813231206494,82.35626567972683,9.597019643296264,Cloudy
A-92,2020-01-04 20:00:00,2020-01-04 20:30:00,43.25884116680554,-113.63283518924874,39.58568307709262,-116.68152550111486,46.30131673021513,59.72508706671002,4.29083551760313,Fog
A-93,2020-01-04 21:00:00,2020-01-04 21:30:00,38.470652741667905,-104.2969648505398,37.30452426439621,-118.06574998510251,71.8663704955793,56.81529030796761,8.478115263312054,Rain
A-94,2020-01-04 22:00:00,2020-01-04 22:30:00,43.50321231890946,-72.88306063535732,30.53607548122621,-82.71268742366175,52.971036646766045,22.858836520547055,2.2911357546178857,Rain
A-95,2020-01-04 23:00:00,2020-01-04 23:30:00,36.851094312745374,-96.98418650501628,29.2366727681322,-91.03194573063467,93.42835352270714,79.7811535362822,6.888374731237774,Fog
A-96,2020-01-05 00:00:00,2020-01-05 00:30:00,37.54558790516786,-85.94920890430146,30.291669017684207,-108.37284200609106,76.2074692704926,34.42684424020429,9.781566067169964,Fog
A-97,2020-01-05 01:00:00,2020-01-05 01:30:00,35.26098444060519,-114.17776734150709,29.474518291462108,-119.47309596762776,80.76659340402429,54.70258805361519,1.4679844582928996,Fog
A-98,2020-01-05 02:00:00,2020-01-05 02:30:00,25.610059041858285,-113.03952592790577,43.71002736560208,-119.11747977300345,93.83313276927153,35.5846683634765,0.5790394511583241,Cloudy
A-99,2020-01-05 03:00:00,2020-01-05 03:30:00,27.58939424783931,-121.67048887281071,33.40300622000152,-73.03112014414526,61.677637812996394,22.044552669972383,4.619036530009836,Rain
A-100,2020-01-05 04:00:00,2020-01-05 04:30:00,25.754300456481623,-114.37070140488662,26.388224237521513,-113.06356249103166,103.20720547256346,66.66019272025629,1.3799420889879883,Cloudy
A-101,2020-01-05 05:00:00,2020-01-05 05:30:00,40.27384987033073,-108.12035067517836,48.25846312337947,-105.56782095941531,72.6423093796912,14.889883134061344,7.609651321924198,Rain
A-102,2020-01-05 06:00:00,2020-01-05 06:30:00,32.54454354583184,-113.91040239622544,46.21086123912222,-111.08058507306168,42.63638582682784,77.378071071358,9.18821230656131,Clear
A-103,2020-01-05 07:00:00,2020-01-05 07:30:00,37.205696587952865,-118.94395557584782,47.26605479668511,-103.76521056757957,85.67192945350419,38.5828115735005,4.623199240733209,Cloudy
A-104,2020-01-05 08:00:00,2020-01-05 08:30:00,46.78159537422623,-117.12375534726576,48.877787743514446,-120.04284096347268,93.46090803506036,10.012122370403679,2.957760600476689,Rain
A-105,2020-01-05 09:00:00,2020-01-05 09:30:00,30.983013499572998,-97.73561022213462,29.173485981267696,-94.41359191822859,55.34093416540213,56.001622531350684,4.626831530562793,Rain
A-106,2020-01-05 10:00:00,2020-01-05 10:30:00,34.849190152855115,-112.23897805086983,34.50980845366381,-120.14608387524375,98.57434055990024,14.216671767484282,7.37275426957501,Cloudy
A-107,2020-01-05 11:00:00,2020-01-05 11:30:00,43.13322732503317,-103.2366179202597,43.19772341689819,-78.37967905412539,102.4914603812613,34.85526020388095,0.5860145350135243,Cloudy
A-108,2020-01-05 12:00:00,2020-01-05 12:30:00,30.49115597179894,-95.30521556127316,41.704494833291015,-110.67841133110532,52.15235899022471,73.62788387101446,6.099812900104623,Rain
A-109,2020-01-05 13:00:00,2020-01-05 13:30:00,26.847517835891033,-84.64749476812618,28.69350175215652,-93.2193208675429,108.68171781721776,15.642065945967929,6.326271006430101,Cloudy
A-110,2020-01-05 14:00:00,2020-01-05 14:30:00,31.95403486993043,-121.75920802905736,44.579994999774826,-73.83549200899688,41.256922243900675,85.54046431204021,6.558038345511387,Fog
A-111,2020-01-05 15:00:00,2020-01-05 15:30:00,28.869310894096106,-78.43360726218457,30.386573724079856,-86.89998996430992,46.1612534721992,10.34379303927248,2.7992097598183334,Cloudy
A-112,2020-01-05 16:00:00,2020-01-05 16:30:00,47.312743656221755,-88.20967779901827,30.371622755742955,-93.62140616657389,44.73798713904209,32.2141482281712,7.283500872092204,Cloudy
A-113,2020-01-05 17:00:00,2020-01-05 17:30:00,44.39488910954601,-119.3397351789143,37.88738614944192,-105.51297607242358,101.51917680062964,76.68136505368643,1.3682191201518759,Cloudy
A-114,2020-01-05 18:00:00,2020-01-05 18:30:00,40.201690156250166,-74.2060184259137,39.23055843620088,-105.01889095568272,82.34340418599695,38.46431347563761,2.3930681964346077,Rain
A-115,2020-01-05 19:00:00,2020-01-05 19:30:00,45.91505416450522,-71.51027316968666,38.92206898810747,-85.83924355370317,42.16834265778183,19.17031492594122,8.835965443217578,Fog
A-116,2020-01-05 20:00:00,2020-01-05 20:30:00,44.28812984557875,-120.51855628827276,27.195684097546117,-67.33405641039346,65.22587346946793,42.42105269203851,7.51786993190238,Clear
A-117,2020-01-05 21:00:00,2020-01-05 21:30:00,29.47768141326486,-108.21797405560939,46.05906070312913,-86.27516617858541,79.22384200558416,34.3353957746073,0.6305827631077798,Clear
A-118,2020-01-05 22:00:00,2020-01-05 22:30:00,46.421415963759465,-78.04652705179551,31.374401022128946,-92.20634520990858,36.67712679915066,85.84407119444994,2.859574473513102,Fog
A-119,2020-01-05 23:00:00,2020-01-05 23:30:00,37.94421380597562,-81.34919764813148,28.1083581107873,-82.35292091636298,100.5933094725871,38.20131258266288,2.5368615884350634,Fog
A-120,2020-01-06 00:00:00,2020-01-06 00:30:00,44.3785637239375,-113.4823018966865,46.32995391685545,-97.48328009982806,94.28828283532282,81.00392245984065,3.0726601163512397,Fog
A-121,2020-01-06 01:00:00,2020-01-06 01:30:00,46.50619119816383,-112.06708856980751,47.93563595751408,-120.57188647175525,70.41654188613106,90.26849303296612,2.8518178176589206,Rain
A-122,2020-01-06 02:00:00,2020-01-06 02:30:00,32.632083399324735,-102.88309014089123,45.69106281437082,-91.94908149495913,107.37012922073363,49.04356776188766,1.0939998095570345,Clear
A-123,2020-01-06 03:00:00,2020-01-06 03:30:00,27.64124618866424,-96.38218984411179,44.42838579339707,-69.41535878319333,63.420878342007974,91.89488294689528,4.8599349076697935,Fog
A-124,2020-01-06 04:00:00,2020-01-06 04:30:00,30.4704439010066,-88.75947802277312,40.72580753533652,-114.0077322856134,108.72882552291982,43.95862485668736,7.4609680104685685,Rain
A-125,2020-01-06 05:00:00,2020-01-06 05:30:00,35.250586927030156,-102.97192254452297,38.22057689461934,-84.66972122322206,83.43359990429016,96.76705748410974,6.263951384815646,Clear
A-126,2020-01-06 06:00:00,2020-01-06 06:30:00,44.63235438213984,-97.63552118041056,27.087682237873842,-112.54677974643378,80.77370186031531,18.036057207301564,6.8922808516817575,Cloudy
A-127,2020-01-06 07:00:00,2020-01-06 07:30:00,45.657533998152246,-81.39415652637588,34.802877113696766,-93.45782198503437,43.2763916236628,71.83173398529185,1.270917196094272,Rain
A-128,2020-01-06 08:00:00,2020-01-06 08:30:00,25.166851132748576,-121.90905743523592,33.944524408295536,-118.48944237013698,100.55422066437151,54.44326364112358,9.53916174667948,Clear
A-129,2020-01-06 09:00:00,2020-01-06 09:30:00,37.257935261861576,-109.61109417239082,31.234090810247828,-98.32885663328345,64.19917503364921,44.88839249100823,8.465672421508735,Rain
A-130,2020-01-06 10:00:00,2020-01-06 10:30:00,35.0178640755707,-83.3390736045805,42.36208272852604,-80.89869025297097,42.97867246259835,66.94406908737409,8.148358025708795,Clear
A-131,2020-01-06 11:00:00,2020-01-06 11:30:00,30.330587451297525,-72.97321025182964,36.9010176418905,-104.18842311837803,31.00860159806072,73.34713824708982,8.31834614789679,Clear
A-132,2020-01-06 12:00:00,2020-01-06 12:30:00,27.876768816008386,-94.83438579940703,26.94510918178355,-86.10003170422857,74.7804546910706,10.392694268527817,9.360749827261232,Cloudy
A-133,2020-01-06 13:00:00,2020-01-06 13:30:00,33.10276411368707,-93.66953133987701,30.284396846795474,-78.65935223498543,72.19196976981411,25.025777987247885,5.670412678080128,Rain
A-134,2020-01-06 14:00:00,2020-01-06 14:30:00,47.629832893900456,-117.89119535363277,41.3982103278303,-71.1508642896712,87.54828978953269,74.17414455708868,2.402679169742446,Fog
A-135,2020-01-06 15:00:00,2020-01-06 15:30:00,32.75687036849813,-98.49749509106309,26.827140627767204,-110.62540133423914,101.22064424142417,69.97468722203858,6.359444274599141,Cloudy
A-136,2020-01-06 16:00:00,2020-01-06 16:30:00,37.45097492184078,-93.64081581206368,45.428965937170446,-101.23899279886943,36.35252677144236,96.94427546158094,7.5573741898454205,Cloudy
A-137,2020-01-06 17:00:00,2020-01-06 17:30:00,41.87245501348427,-110.1791812928204,36.88351664833539,-115.3122872401662,88.51971922722899,78.49340112257048,7.5102152368632416,Clear
A-138,2020-01-06 18:00:00,2020-01-06 18:30:00,33.72711045710305,-108.65313583588528,36.534077855839556,-67.42844037697262,44.99295552780658,95.56954369582043,5.453765729585361,Fog
A-139,2020-01-06 19:00:00,2020-01-06 19:30:00,48.322769985303054,-102.49480270303651,39.21778683182842,-71.16094482831517,98.65416425257311,73.22864513813263,1.1503578336689915,Rain
A-140,2020-01-06 20:00:00,2020-01-06 20:30:00,48.09873507861067,-122.8559417266696,44.79234318220358,-93.22244357400811,95.52508110893248,36.824698777549884,4.025572915086214,Fog
A-141,2020-01-06 21:00:00,2020-01-06 21:30:00,31.04277509980874,-105.64148756175884,33.34742098965263,-76.00410222054398,73.26350039884355,19.482843002577084,9.247282780401894,Fog
A-142,2020-01-06 22:00:00,2020-01-06 22:30:00,36.93396414141725,-111.94746360119696,41.272387661417525,-94.3053952954936,86.81942388986492,80.3641477010442,6.0522646426955475,Fog
A-143,2020-01-06 23:00:00,2020-01-06 23:30:00,32.22107943560247,-105.33265092585887,38.57756713589899,-88.45561578384269,55.14800905469987,67.97342993283243,5.614153460929278,Fog
A-144,2020-01-07 00:00:00,2020-01-07 00:30:00,31.83617186505922,-117.17355848630268,31.40867848406611,-118.91990736938705,67.69343191462517,14.336741115396661,3.0541083866308383,Fog
A-145,2020-01-07 01:00:00,2020-01-07 01:30:00,25.88528673650879,-73.23994499782599,46.08711967252379,-80.94958603168195,95.73095181683773,42.40454193108805,4.0002647392075,Clear
A-146,2020-01-07 02:00:00,2020-01-07 02:30:00,39.629544015517524,-90.16523014741922,44.138224518566275,-116.72033143279161,66.7412157738571,96.11198339358576,9.005787846955108,Clear
A-147,2020-01-07 03:00:00,2020-01-07 03:30:00,37.064296557492675,-85.2911678087641,40.80284403180221,-76.91414507560589,58.623861226035345,55.03610311391811,6.831398951504939,Cloudy
A-148,2020-01-07 04:00:00,2020-01-07 04:30:00,26.235490029999745,-79.01723939938171,45.413961498261806,-79.42439900278801,69.536995780024,48.94562224177342,7.980176754147162,Clear
